category,text
historical,"By 4am, after nearly 12 hours repulsing wave after wave of attacks involving hand-to-hand combat, a number of British soldiers lay dead. Most of the others were exhausted, rapidly running out of ammunition, and probably in no condition to repel another assault. But they didn’t have to. As dawn broke they saw that the Zulus were gone, leaving behind a battleground littered with the dead and dying. Zulu casualties were around 500, while the British sustained 17 dead and 10 wounded."
historical,The Victoria Cross is Britain’s highest medal for bravery. Eleven were awarded to the defenders of Rorke's Drift – the most ever received in a single action by one regiment.
historical,"According to American military historian Victor Davis Hanson: “In the long annals of military history it is difficult to find anything quite like Rorke's Drift, where a beleaguered force, outnumbered forty to one, survived and killed twenty men for every defender lost.”"
historical,"World War I, also called First World War or Great War, an international conflict that in 1914–18 embroiled most of the nations of Europe along with Russia, the United States, the Middle East, and other regions. The war pitted the Central Powers—mainly Germany, Austria-Hungary, and Turkey—against the Allies—mainly France, Great Britain, Russia, Italy, Japan, and, from 1917, the United States. It ended with the defeat of the Central Powers. The war was virtually unprecedented in the slaughter, carnage, and destruction it caused."
historical,"World War I was one of the great watersheds of 20th-century geopolitical history. It led to the fall of four great imperial dynasties (in Germany, Russia, Austria-Hungary, and Turkey), resulted in the Bolshevik Revolution in Russia, and, in its destabilization of European society, laid the groundwork for World War II."
historical,The Outbreak Of War
historical,"With Serbia already much aggrandized by the two Balkan Wars (1912–13, 1913), Serbian nationalists turned their attention back to the idea of “liberating” the South Slavs of Austria-Hungary. Colonel Dragutin Dimitrijević, head of Serbia’s military intelligence, was also, under the alias “Apis,” head of the secret society Union or Death, pledged to the pursuit of this pan-Serbian ambition. Believing that the Serbs’ cause would be served by the death of the Austrian archduke Franz Ferdinand, heir presumptive to the Austrian emperor Franz Joseph, and learning that the Archduke was about to visit Bosnia on a tour of military inspection, Apis plotted his assassination. Nikola Pašić, the Serbian prime minister and an enemy of Apis, heard of the plot and warned the Austrian government of it, but his message was too cautiously worded to be understood."
historical,"At 11:15 AM on June 28, 1914, in the Bosnian capital, Sarajevo, Franz Ferdinand and his morganatic wife, Sophie, duchess of Hohenberg, were shot dead by a Bosnian Serb, Gavrilo Princip. The chief of the Austro-Hungarian general staff, Franz, Graf (count) Conrad von Hötzendorf, and the foreign minister, Leopold, Graf von Berchtold, saw the crime as the occasion for measures to humiliate Serbia and so to enhance Austria-Hungary’s prestige in the Balkans. Conrad had already (October 1913) been assured by William II of Germany’s support if Austria-Hungary should start a preventive war against Serbia. This assurance was confirmed in the week following the assassination, before William, on July 6, set off upon his annual cruise to the North Cape, off Norway."
historical,"The Austrians decided to present an unacceptable ultimatum to Serbia and then to declare war, relying on Germany to deter Russia from intervention. Though the terms of the ultimatum were finally approved on July 19, its delivery was postponed to the evening of July 23, since by that time the French president, Raymond Poincaré, and his premier, René Viviani, who had set off on a state visit to Russia on July 15, would be on their way home and therefore unable to concert an immediate reaction with their Russian allies. When the delivery was announced, on July 24, Russia declared that Austria-Hungary must not be allowed to crush Serbia."
historical,"Serbia replied to the ultimatum on July 25, accepting most of its demands but protesting against two of them—namely, that Serbian officials (unnamed) should be dismissed at Austria-Hungary’s behest and that Austro-Hungarian officials should take part, on Serbian soil, in proceedings against organizations hostile to Austria-Hungary. Though Serbia offered to submit the issue to international arbitration, Austria-Hungary promptly severed diplomatic relations and ordered partial mobilization."
historical,"Home from his cruise on July 27, William learned on July 28 how Serbia had replied to the ultimatum. At once he instructed the German Foreign Office to tell Austria-Hungary that there was no longer any justification for war and that it should content itself with a temporary occupation of Belgrade. But, meanwhile, the German Foreign Office had been giving such encouragement to Berchtold that already on July 27 he had persuaded Franz Joseph to authorize war against Serbia. War was in fact declared on July 28, and Austro-Hungarian artillery began to bombard Belgrade the next day. Russia then ordered partial mobilization against Austria-Hungary, and on July 30, when Austria-Hungary was riposting conventionally with an order of mobilization on its Russian frontier, Russia ordered general mobilization. Germany, which since July 28 had still been hoping, in disregard of earlier warning hints from Great Britain, that Austria-Hungary’s war against Serbia could be “localized” to the Balkans, was now disillusioned insofar as eastern Europe was concerned. On July 31 Germany sent a 24-hour ultimatum requiring Russia to halt its mobilization and an 18-hour ultimatum requiring France to promise neutrality in the event of war between Russia and Germany."
historical,"Both Russia and France predictably ignored these demands. On August 1 Germany ordered general mobilization and declared war against Russia, and France likewise ordered general mobilization. The next day Germany sent troops into Luxembourg and demanded from Belgium free passage for German troops across its neutral territory. On August 3 Germany declared war against France."
historical,"In the night of August 3–4 German forces invaded Belgium. Thereupon, Great Britain, which had no concern with Serbia and no express obligation to fight either for Russia or for France but was expressly committed to defend Belgium, on August 4 declared war against Germany."
historical,"Austria-Hungary declared war against Russia on August 5; Serbia against Germany on August 6; Montenegro against Austria-Hungary on August 7 and against Germany on August 12; France and Great Britain against Austria-Hungary on August 10 and on August 12, respectively; Japan against Germany on August 23; Austria-Hungary against Japan on August 25 and against Belgium on August 28."
historical,"Romania had renewed its secret anti-Russian alliance of 1883 with the Central Powers on February 26, 1914, but now chose to remain neutral. Italy had confirmed the Triple Alliance on December 7, 1912, but could now propound formal arguments for disregarding it: first, Italy was not obliged to support its allies in a war of aggression; second, the original treaty of 1882 had stated expressly that the alliance was not against England."
historical,"On September 5, 1914, Russia, France, and Great Britain concluded the Treaty of London, each promising not to make a separate peace with the Central Powers. Thenceforth, they could be called the Allied, or Entente, powers, or simply the Allies."
historical,"The outbreak of war in August 1914 was generally greeted with confidence and jubilation by the peoples of Europe, among whom it inspired a wave of patriotic feeling and celebration. Few people imagined how long or how disastrous a war between the great nations of Europe could be, and most believed that their country’s side would be victorious within a matter of months. The war was welcomed either patriotically, as a defensive one imposed by national necessity, or idealistically, as one for upholding right against might, the sanctity of treaties, and international morality."
historical,Forces and resources of the combatant nations in 1914
historical,"When war broke out, the Allied powers possessed greater overall demographic, industrial, and military resources than the Central Powers and enjoyed easier access to the oceans for trade with neutral countries, particularly with the United States."
historical,"All the initial belligerents in World War I were self-sufficient in food except Great Britain and Germany. Great Britain’s industrial establishment was slightly superior to Germany’s (17 percent of world trade in 1913 as compared with 12 percent for Germany), but Germany’s diversified chemical industry facilitated the production of ersatz, or substitute, materials, which compensated for the worst shortages ensuing from the British wartime blockade. The German chemist Fritz Haber was already developing a process for the fixation of nitrogen from air; this process made Germany self-sufficient in explosives and thus no longer dependent on imports of nitrates from Chile."
historical,"Of all the initial belligerent nations, only Great Britain had a volunteer army, and this was quite small at the start of the war. The other nations had much larger conscript armies that required three to four years of service from able-bodied males of military age, to be followed by several years in reserve formations. Military strength on land was counted in terms of divisions composed of 12,000–20,000 officers and men. Two or more divisions made up an army corps, and two or more corps made up an army. An army could thus comprise anywhere from 50,000 to 250,000 men."
historical,The land forces of the belligerent nations at the outbreak of war in August 1914 are shown in Table 2.
historical,"The higher state of discipline, training, leadership, and armament of the German army reduced the importance of the initial numerical inferiority of the armies of the Central Powers. Because of the comparative slowness of mobilization, poor higher leadership, and lower scale of armament of the Russian armies, there was an approximate balance of forces between the Central Powers and the Allies in August 1914 that prevented either side from gaining a quick victory."
historical,"Germany and Austria also enjoyed the advantage of “interior lines of communication,” which enabled them to send their forces to critical points on the battlefronts by the shortest route. According to one estimate, Germany’s railway network made it possible to move eight divisions simultaneously from the Western Front to the Eastern Front in four and a half days."
historical,"Even greater in importance was the advantage that Germany derived from its strong military traditions and its cadre of highly efficient and disciplined regular officers. Skilled in directing a war of movement and quick to exploit the advantages of flank attacks, German senior officers were to prove generally more capable than their Allied counterparts at directing the operations of large troop formations."
historical,"Sea power was largely reckoned in terms of capital ships, or dreadnought battleships and battle cruisers having extremely large guns. Despite intensive competition from the Germans, the British had maintained their superiority in numbers, with the result that, in capital ships, the Allies had an almost two-to-one advantage over the Central Powers."
historical,"The strength of the two principal rivals at sea, Great Britain and Germany, is compared in Table 3."
historical,"The numerical superiority of the British navy, however, was offset by the technological lead of the German navy in many categories, such as range-finding equipment, magazine protection, searchlights, torpedoes, and mines. Great Britain relied on the Royal Navy not only to ensure necessary imports of food and other supplies in wartime but also to sever the Central Powers’ access to the markets of the world. With superior numbers of warships, Great Britain could impose a blockade that gradually weakened Germany by preventing imports from overseas."
historical,Technology of war in 1914
historical,"The planning and conduct of war in 1914 were crucially influenced by the invention of new weapons and the improvement of existing types since the Franco-German War of 1870–71. The chief developments of the intervening period had been the machine gun and the rapid-fire field artillery gun. The modern machine gun, which had been developed in the 1880s and ’90s, was a reliable belt-fed gun capable of sustained rates of extremely rapid fire; it could fire 600 bullets per minute with a range of more than 1,000 yards (900 metres). In the realm of field artillery, the period leading up to the war saw the introduction of improved breech-loading mechanisms and brakes. Without a brake or recoil mechanism, a gun lurched out of position during firing and had to be re-aimed after each round. The new improvements were epitomized in the French 75-millimetre field gun; it remained motionless during firing, and it was not necessary to readjust the aim in order to bring sustained fire on a target."
historical,"Machine guns and rapid-firing artillery, when used in combination with trenches and barbed-wire emplacements, gave a decided advantage to the defense, since these weapons’ rapid and sustained firepower could decimate a frontal assault by either infantry or cavalry."
historical,"There was a considerable disparity in 1914 between the deadly effectiveness of modern armaments and the doctrinal teachings of some armies. The South African War and the Russo-Japanese War had revealed the futility of frontal infantry or cavalry attacks on prepared positions when unaccompanied by surprise, but few military leaders foresaw that the machine gun and the rapid-firing field gun would force armies into trenches in order to survive. Instead, war was looked upon by many leaders in 1914 as a contest of national wills, spirit, and courage. A prime example of this attitude was the French army, which was dominated by the doctrine of the offensive. French military doctrine called for headlong bayonet charges of French infantrymen against the German rifles, machine guns, and artillery. German military thinking, under the influence of Alfred, Graf von Schlieffen, sought, unlike the French, to avoid frontal assaults but rather to achieve an early decision by deep flanking attacks; and at the same time to make use of reserve divisions alongside regular formations from the outset of war. The Germans paid greater attention to training their officers in defensive tactics using machine guns, barbed wire, and fortifications."
historical,7 Reasons Ulysses S. Grant Was One of America’s Most Brilliant Military Leaders
historical,"What he lacked in knowledge of military art and science, he made up for with tenacity and grit."
historical,"In March 1864, Ulysses S. Grant went to Washington, D.C., to receive his commission from Abraham Lincoln as lieutenant general in command of all the Union armies. After several years of frustration with a parade of unsuitable commanders, the president had finally found the man who would defeat Robert E. Lee’s Army of Northern Virginia and thus effectively end the Civil War. The choice was surprising to many who had known Grant in former days. Ten years before, in April 1854, Captain Grant had submitted his resignation under a cloud."
historical,"In one of history’s unexpected developments, the military profession Grant “had always disliked,” in the words of his biographer Bruce Catton, ultimately “turned out to be the calling made for him.” How did an ambivalent soldier who had been away from the army for several years—and who had drifted during that interval from one civilian occupation to another in search of elusive success—end up leading a vast force to victory and saving the Union?"
historical,"Grant’s predecessors in command of the Union Army were far more accomplished in military art and science. Winfield Scott, whose experience dated back to the War of 1812, had led the army since 1841. George B. McClellan, who replaced the aging Scott early in the Civil War, was an able administrator who organized the Army of the Potomac. In the 1850s, McClellan had studied the Crimean War at first hand as a member of an official delegation of American observers. Henry W. Halleck, the author of Elements of Military Art & Science, was regarded as a master theoretician"
historical,"The war in the west, 1914"
historical,The German invasion
historical,"For the smooth working of their plan for the invasion of France, the Germans had preliminarily to reduce the ring fortress of Liège, which commanded the route prescribed for their 1st and 2nd armies and which was the foremost stronghold of the Belgian defenses. German troops crossed the frontier into Belgium on the morning of August 4. Thanks to the resolution of a middle-aged staff officer, Erich Ludendorff, a German brigade occupied the town of Liège itself in the night of August 5–6 and the citadel on August 7, but the surrounding forts held out stubbornly until the Germans brought their heavy howitzers into action against them on August 12. These 420-millimetre siege guns proved too formidable for the forts, which one by one succumbed. The vanguard of the German invasion was already pressing the Belgian field army between the Gete River and Brussels, when the last of the Liège forts fell on August 16. The Belgians then withdrew northward to the entrenched camp of Antwerp. On August 20 the German 1st Army entered Brussels while the 2nd Army appeared before Namur, the one remaining fortress barring the Meuse route into France."
historical,"The initial clashes between the French and German armies along the Franco-German and Franco-Belgian frontiers are collectively known as the Battle of the Frontiers. This group of engagements, which lasted from August 14 until the beginning of the First Battle of the Marne on September 6, was to be the largest battle of the war and was perhaps the largest battle in human history up to that time, given the fact that a total of more than two million troops were involved."
historical,"The planned French thrust into Lorraine, totaling 19 divisions, started on August 14 but was shattered by the German 6th and 7th armies in the Battle of Morhange-Sarrebourg (August 20–22). Yet this abortive French offensive had an indirect effect on the German plan. For when the French attack in Lorraine developed, Moltke was tempted momentarily to postpone the right-wing sweep and instead to seek a victory in Lorraine. This fleeting impulse led him to divert to Lorraine the six newly formed Ersatz divisions that had been intended to increase the weight of his right wing. This was the first of several impromptu decisions by Moltke that were to fatally impair the execution of the Schlieffen Plan."
historical,"Meanwhile, the German imperial princes who commanded armies on the Germans’ left (southern) wing in Lorraine were proving unwilling to forfeit their opportunity for personal glory. Crown Prince Rupert of Bavaria on August 20 ordered his 6th Army to counterattack instead of continuing to fall back before the French advance as planned, and Crown Prince William of Germany ordered his 5th Army to do the same. The strategic result of these unplanned German offensives was merely to throw the French back onto a fortified barrier that both restored and augmented their power of resistance. Thus, the French were soon afterward enabled to dispatch troops to reinforce their left flank—a redistribution of strength that was to have far-reaching results in the decisive Battle of the Marne."
historical,"While this seesaw campaign in Lorraine was taking place, more decisive events were occurring to the northwest. The German attack on Liège had awakened Joffre to the reality of a German advance through Belgium, but not to its strength or to the wideness of its sweep. In preparing a counterattack against the German advance through Belgium, Joffre envisaged a pincer movement, with the French 3rd and 4th armies on the right and the 5th, supported by the BEF, on the left, to trap the Germans in the Meuse–Ardennes area south of Liège. The fundamental flaw in this new French plan was that the Germans had deployed about 50 percent more troops than the French had estimated, and for a vaster enveloping movement. Consequently, while the right-hand claw of the French pincer (23 divisions) collided with the German 5th and 4th armies (20 divisions) in the Ardennes and was thrown back, the left-hand claw (13 French and four British divisions) found itself nearly trapped between the German 1st and 2nd armies, with a total of 30 divisions, on the one hand, and the 3rd, on the other. As the French 5th Army, under General Charles Lanrezac, was checked in its offensive south of the Sambre River by a German attack on August 21, the British, who reached Mons on August 22, at first agreed to stand there to cover Lanrezac’s left; but on August 23 news of the fall of Namur and of the German 3rd Army’s presence near Dinant induced Lanrezac to wisely order a general retreat; and on August 24 the British began their retreat from Mons, just in time to escape envelopment by the German 1st Army’s westward march around their unprotected left flank."
historical,"At last Joffre realized the truth and the utter collapse of Plan XVII. Resolution was his greatest asset, and with imperturbable coolness he formed a new plan out of the wreckage. Joffre decided to swing the Allied centre and left back southwestward from the Belgian frontier to a line pivoted on the French fortress of Verdun and at the same time to withdraw some strength from the right wing so as to be able to station a newly created 6th Army on the extreme left, north of Paris. This plan might, in turn, have collapsed if the Germans had not themselves departed from Schlieffen’s original plan due to a combination of Moltke’s indecisiveness, poor communications between his headquarters and the field army commanders of the German right wing, and Moltke’s resulting confusion about the developing tactical situation. In the first place, the German right wing was weakened by the subtraction of 11 divisions; four were detached to watch Antwerp and to invest French fortresses near the Belgian frontier, instead of using reserve and Ersatz troops for this as earlier intended, and seven more regular divisions were transferred to check the Russian advance into East Prussia (see below). In the second place, Alexander von Kluck, in command of the 1st Army, did in fact wheel inward north of Paris rather than southwest of the city."
historical,"Kluck’s change of direction meant the inevitable abandonment of the original wide sweep around the far (western) side of Paris. Now the flank of this wheeling German line would pass the near side of Paris and across the face of the Paris defenses into the valley of the Marne River. The premature inward wheel of Kluck’s 1st Army before Paris had been reached thus exposed the German extreme right wing to a flank attack and a possible counter-envelopment. On September 4 Moltke decided to abandon the original Schlieffen Plan and substituted a new one: the German 4th and 5th armies should drive southeastward from the Ardennes into French Lorraine west of Verdun and then converge with the southwestward advance of the 6th and 7th armies from Alsace against the Toul–Épinal line of fortifications, so as to envelop the whole French right wing; the 1st and 2nd armies, in the Marne valley, should stand guard, meanwhile, against any French countermove from the vicinity of Paris. But such an Allied countermove had already begun before the new German plan could be put into effect."
historical,Learn More!
historical,The First Battle of the Marne
historical,"Already on September 3, General J.-S. Gallieni, the military governor of Paris, had guessed the significance of the German 1st Army’s swing inward to the Marne east of Paris. On September 4 Joffre, convinced by Gallieni’s arguments, decisively ordered his whole left wing to turn about from their retreat and to begin a general offensive against the Germans’ exposed right flank on September 6. The French 6th Army, under M.-J. Maunoury, forewarned by Gallieni, had actually begun attacking on September 5, and its pressure caused Kluck finally to engage the whole 1st Army in support of his right flank when he was still no farther up the Marne valley than Meaux, with nothing but a cavalry screen stretched across the 30 miles between him and Karl von Bülow’s 2nd Army (at Montmirail). While the French 5th Army was turning to attack Bülow, the BEF (between the 5th and the 6th armies) was still continuing its retreat for another day, but on September 9 Bülow learned that the British too had turned and were advancing into the gap between him and Kluck. He therefore ordered the 2nd Army to retreat, thus obliging Kluck to do likewise with the 1st. The counterattack of the French 5th and 6th armies and the BEF developed into a general counterattack by the entire left and centre of the French army. This counterattack is known as the First Battle of the Marne. By September 11 the German retreat extended to all the German armies."
historical,"There were several reasons for this extraordinary turn of events. Chief among them was the utter exhaustion of the German soldiery of the right wing, some of whom had marched more than 150 miles (240 kilometres) under conditions of frequent battle. Their fatigue was ultimately a by-product of the Schlieffen Plan itself, for while the retreating French had been able to move troops by rail to various points within the circle formed by the front, the German troops had found their advance hampered by demolished bridges and destroyed rail lines. Their food and ammunition supply was consequently restricted, and the troops also had to make their advance by foot. Moreover, the Germans had underestimated the resilient spirit of the French troops, who had maintained their courage and morale and their confidence in their commanders. This fact was strikingly evidenced by the comparatively small number of prisoners taken by the Germans in the course of what was undeniably a precipitous French retreat."
historical,"Meanwhile, the assault by the German 6th and 7th armies on the defenses of the French eastern frontier had already proved a predictably expensive failure, and the German attempt at a partial envelopment pivoted on Verdun was abandoned. The German right wing withdrew northward from the Marne and made a firm stand along the Lower Aisne River and the Chemin des Dames ridge. Along the Aisne the preponderant power of the defense over the offense was reemphasized as the Germans repelled successive Allied attacks from the shelter of trenches. The First Battle of the Aisne marked the real beginning of trench warfare on the Western Front. Both sides were in the process of discovering that, in lieu of frontal assaults for which neither had the manpower readily available, the only alternative was to try to overlap and envelop the other’s flank, in this case the one on the side pointing toward the North Sea and the English Channel. Thus began the “Race to the Sea,” in which the developing trench networks of both sides were quickly extended northwestward until they reached the Atlantic at a point just inside coastal Belgium, west of Ostend."
historical,"The First Battle of the Marne succeeded in pushing the Germans back for a distance of 40 to 50 miles and thus saved the capital city of Paris from capture. In this respect it was a great strategic victory, since it enabled the French to renew their confidence and to continue the war. But the great German offensive, though unsuccessful in its object of knocking France out of the war, had enabled the Germans to capture a large portion of northeastern France. The loss of this heavily industrialized region, which contained much of the country’s coal, iron, and steel production, was a serious blow to the continuation of the French war effort."
historical,"The Belgian army, meanwhile, had fallen back to the fortress city of Antwerp, which ended up behind the German lines. The Germans began a heavy bombardment of Antwerp on September 28, and Antwerp surrendered to the Germans on October 10."
historical,"After the failure of his first two attempts to turn the Germans’ western flank (one on the Somme, the other near Arras), Joffre obstinately decided to try again yet farther north with the BEF—which in any case was being moved northward from the Aisne. The BEF, accordingly, was deployed between La Bassée and Ypres, while on the left the Belgians—who had wisely declined to participate in the projected attack—continued the front along the Yser down to the Channel. Erich von Falkenhayn, however, who on September 14 had succeeded Moltke as chief of the German general staff, had foreseen what was coming and had prepared a counterplan: one of his armies, transferred from Lorraine, was to check the expected offensive, while another was to sweep down the coast and crush the attackers’ left flank. The British attack was launched from Ypres on October 19, the German thrust the next day. Though the Belgians of the Yser had been under increasing pressure for two days already, both Sir John French and Ferdinand Foch, Joffre’s deputy in the north, were slow to appreciate what was happening to their “offensive,” but in the night of October 29–30 the Belgians had to open the sluices on the Yser River to save themselves by flooding the Germans’ path down the coast. The Battle of Ypres had its worst crises on October 31 and November 11 and did not die down into trench warfare until November 22."
historical,"By the end of 1914 the casualties the French had so far sustained in the war totaled about 380,000 killed and 600,000 wounded; the Germans had lost a slightly smaller number. With the repulse of the German attempt to break through at the Battle of Ypres, the strained and exhausted armies of both sides settled down into trench warfare. The trench barrier was consolidated from the Swiss frontier to the Atlantic; the power of modern defense had triumphed over the attack, and stalemate ensued. The military history of the Western Front during the next three years was to be a story of the Allies’ attempts to break this deadlock."
historical,"The Eastern and other fronts, 1914"
historical,Learn More!
historical,"The war in the east, 1914"
historical,"On the Eastern Front, greater distances and quite considerable differences between the equipment and quality of the opposing armies ensured a fluidity of the front that was lacking in the west. Trench lines might form, but to break them was not difficult, particularly for the German army, and then mobile operations of the old style could be undertaken."
historical,"Urged by the French to take offensive action against the Germans, the Russian commander in chief, Grand Duke Nicholas, took it loyally but prematurely, before the cumbrous Russian war machine was ready, by launching a pincer movement against East Prussia. Under the higher control of General Ya.G. Zhilinsky, two armies, the 1st, or Vilna, Army under P.K. Rennenkampf and the 2nd, or Warsaw, Army under A.V. Samsonov, were to converge, with a two-to-one superiority in numbers, on the German 8th Army in East Prussia from the east and the south, respectively. Rennenkampf’s left flank would be separated by 50 miles from Samsonov’s right flank."
historical,"Max von Prittwitz und Gaffron, commander of the 8th Army, with his headquarters at Neidenburg (Nidzica), had seven divisions and one cavalry division on his eastern front but only the three divisions of Friedrich von Scholtz’s XX Corps on his southern. He was therefore dismayed to learn, on August 20, when the bulk of his forces had been repulsed at Gumbinnen (August 19–20) by Rennenkampf’s attack from the east, that Samsonov’s 13 divisions had crossed the southern frontier of East Prussia and were thus threatening his rear. He initially considered a general retreat, but when his staff objected to this, he approved their counterproposal of an attack on Samsonov’s left flank, for which purpose three divisions were to be switched in haste by rail from the Gumbinnen front to reinforce Scholtz (the rest of the Gumbinnen troops could make their retreat by road). The principal exponent of this counterproposal was Lieutenant Colonel Max Hoffmann. Prittwitz, having moved his headquarters northward to Mühlhausen (Młynary), was surprised on August 22 by a telegram announcing that General Paul von Hindenburg, with Ludendorff as his chief of staff, was coming to supersede him in command. Arriving the next day, Ludendorff readily confirmed Hoffmann’s dispositions for the blow at Samsonov’s left."
historical,"Meanwhile, Zhilinsky was not only giving Rennenkampf time to reorganize after Gumbinnen but even instructing him to invest Königsberg instead of pressing on to the west. When the Germans on August 25 learned from an intercepted Russian wireless message (the Russians habitually transmitted combat directives “in clear,” not in code) that Rennenkampf was in no hurry to advance, Ludendorff saw a new opportunity. Developing the plan put forward by Hoffmann, Ludendorff concentrated about six divisions against Samsonov’s left wing. This force, inferior in strength, could not have been decisive, but Ludendorff then took the calculated risk of withdrawing the rest of the German troops, except for a cavalry screen, from their confrontation with Rennenkampf and rushing them southwestward against Samsonov’s right wing. Thus, August von Mackensen’s XVII Corps was taken from near Gumbinnen and moved southward to duplicate the planned German attack on Samsonov’s left with an attack on his right, thus completely enveloping the Russian 2nd Army. This daring move was made possible by the notable absence of communication between the two Russian field commanders, whom Hoffmann knew to personally dislike each other. Under the Germans’ converging blows Samsonov’s flanks were crushed and his centre surrounded during August 26–31. The outcome of this military masterpiece, called the Battle of Tannenberg, was the destruction or capture of almost the whole of Samsonov’s army. The history of imperial Russia’s unfortunate participation in World War I is epitomized in the ignominious outcome of the Battle of Tannenberg."
historical,"The progress of the battle was as follows. Samsonov, his forces spread out along a front 60 miles long, was gradually pushing Scholtz back toward the Allenstein–Osterode (Olsztyn–Ostróda) line when, on August 26, Ludendorff ordered General Hermann von François, with the I Corps on Scholtz’s right, to attack Samsonov’s left wing near Usdau (Uzdowo). There, on August 27, German artillery bombardments threw the hungry and weary Russians into precipitate flight. François started to pursue them toward Neidenburg, in the rear of the Russian centre, and then made a momentary diversion southward, to check a Russian counterattack from Soldau (Działdowo). Two of the Russian 2nd Army’s six army corps managed to escape southeastward at this point, and François then resumed his pursuit to the east. By nightfall on August 29 his troops were in control of the road leading from Neidenburg eastward to Willenberg (Wielbark). The Russian centre, amounting to three army corps, was now caught in the maze of forest between Allenstein and the frontier of Russian Poland. It had no line of retreat, was surrounded by the Germans, and soon dissolved into mobs of hungry and exhausted men who beat feebly against the encircling German ring and then allowed themselves to be taken prisoner by the thousands. Samsonov shot himself in despair on August 29. By the end of August the Germans had taken 92,000 prisoners and annihilated half of the Russian 2nd Army. Ludendorff’s bold recall of the last German forces facing Rennenkampf’s army was wholly justified in the event, since Rennenkampf remained utterly passive while Samsonov’s army was surrounded."
historical,"Having received two fresh army corps (seven divisions) from the Western Front, the Germans now turned on the slowly advancing 1st Army under Rennenkampf. The latter was attacked on a line extending from east of Königsberg to the southern end of the chain of the Masurian Lakes during September 1–15 and was driven from East Prussia. As a result of these East Prussian battles Russia had lost about 250,000 men and, what could be afforded still less, much war matériel. But the invasion of East Prussia had at least helped to make possible the French comeback on the Marne by causing the dispatch of two German army corps from the Western Front."
historical,"Having ended the Russian threat to East Prussia, the Germans could afford to switch the bulk of their forces from that area to the Częstochowa–Kraków front in southwestern Poland, where the Austrian offensive, launched on August 20, had been rolled back by Russian counterattacks. A new plan for simultaneous thrusts by the Germans toward Warsaw and by the Austrians toward Przemyśl was brought to nothing by the end of October, as the Russians could now mount counterattacks in overwhelming strength, their mobilization being at last nearly completed. The Russians then mounted a powerful effort to invade Prussian Silesia with a huge phalanx of seven armies. Allied hopes rose high as the much-heralded “Russian steamroller” (as the huge Russian army was called) began its ponderous advance. The Russian armies were advancing toward Silesia when Hindenburg and Ludendorff, in November, exploited the superiority of the German railway network: when the retreating German forces had crossed the frontier back into Prussian Silesia, they were promptly moved northward into Prussian Poland and thence sent southeastward to drive a wedge between the two armies of the Russian right flank. The massive Russian operation against Silesia was disorganized, and within a week four new German army corps had arrived from the Western Front. Ludendorff was able to use them to press the Russians back by mid-December to the Bzura–Rawka (rivers) line in front of Warsaw, and the depletion of their munition supplies compelled the Russians to also fall back in Galicia to trench lines along the Nida and Dunajec rivers."
historical,Learn More!
historical,"The Serbian campaign, 1914"
historical,"The first Austrian invasion of Serbia was launched with numerical inferiority (part of one of the armies originally destined for the Balkan front having been diverted to the Eastern Front on August 18), and the able Serbian commander, Radomir Putnik, brought the invasion to an early end by his victories on the Cer Mountain (August 15–20) and at Šabac (August 21–24). In early September, however, Putnik’s subsequent northward offensive on the Sava River, in the north, had to be broken off when the Austrians began a second offensive, against the Serbs’ western front on the Drina River. After some weeks of deadlock, the Austrians began a third offensive, which had some success in the Battle of the Kolubara, and forced the Serbs to evacuate Belgrade on November 30, but by December 15 a Serbian counterattack had retaken Belgrade and forced the Austrians to retreat. Mud and exhaustion kept the Serbs from turning the Austrian retreat into a rout, but the victory sufficed to allow Serbia a long spell of freedom from further Austrian advances."
historical,The Turkish entry
historical,"The entry of Turkey (or the Ottoman Empire, as it was then called) into the war as a German ally was the one great success of German wartime diplomacy. Since 1909 Turkey had been under the control of the Young Turks, over whom Germany had skillfully gained a dominating influence. German military instructors permeated the Turkish army, and Enver Paşa, the leader of the Young Turks, saw alliance with Germany as the best way of serving Turkey’s interests, in particular for protection against the Russian threat to the straits. He therefore persuaded the grand vizier, Said Halim Paşa, to make a secret treaty (negotiated late in July, signed on August 2) pledging Turkey to the German side if Germany should have to take Austria-Hungary’s side against Russia. The unforeseen entry of Great Britain into the war against Germany alarmed the Turks, but the timely arrival of two German warships, the Goeben and the Breslau, in the Dardanelles on August 10 turned the scales in favour of Enver’s policy. The ships were ostensibly sold to Turkey, but they retained their German crews. The Turks began detaining British ships, and more anti-British provocations followed, both in the straits and on the Egyptian frontier. Finally the Goeben led the Turkish fleet across the Black Sea to bombard Odessa and other Russian ports (October 29–30). Russia declared war against Turkey on November 1; and the western Allies, after an ineffective bombardment of the outer forts of the Dardanelles on November 3, declared war likewise on November 5. A British force from India occupied Basra, on the Persian Gulf, on November 21. In the winter of 1914–15 Turkish offensives in the Caucasus and in the Sinai Desert, albeit abortive, served German strategy well by tying Russian and British forces down in those peripheral areas."
historical,"The war at sea, 1914–15"
historical,"In August 1914 Great Britain, with 29 capital ships ready and 13 under construction, and Germany, with 18 and nine, were the two great rival sea powers. Neither of them at first wanted a direct confrontation: the British were chiefly concerned with the protection of their trade routes; the Germans hoped that mines and submarine attacks would gradually destroy Great Britain’s numerical superiority, so that confrontation could eventually take place on equal terms."
